,Date,Time,Race,Gender,Body_Size,Age_Range,Kids_Category,Basket_Size,Basket_colour,Attire,Shirt_Colour,shirt_type,Pants_Colour,pants_type,Wash_Item,Washer_No,Dryer_No,Spectacles,TimeSpent_minutes,buyDrinks,TotalSpent_RM,latitude,longitude,Num_of_Baskets,City,State,Postcode,Temperature,humidity,windspeed,conditions,Formatted_Date,Datetime,isRain,DayOfWeek,HourInDay
630,06/01/2016,15:24:47,chinese,female,moderate,36.0,baby,small,purple,formal,white,long_sleeve,orange,long,clothes,6,7,yes,36.0,0.0,12.0,3.152183697,101.6152854,2.0,Petaling Jaya,Selangor,47800,30.1,78.71,5.4,Partially cloudy,2016-01-06,2016-01-06 15:24:47,False,2,15
631,31/12/2015,13:31:16,malay,female,moderate,47.0,no_kids,small,grey,casual,white,long_sleeve,orange,long,clothes,5,8,no,18.0,4.0,8.0,3.157533836,101.6490304,3.0,Kuala Lumpur,Kuala Lumpur,50490,32.9,46.93,7.4,Partially cloudy,2015-12-31,2015-12-31 13:31:16,False,3,13
632,20/12/2015,3:23:35,malay,male,moderate,51.0,no_kids,big,orange,casual,red,long_sleeve,grey,long,blankets,4,9,no,34.0,1.0,14.0,3.142642269,101.5931611,1.0,Petaling Jaya,Selangor,47410,25.0,94.19,1.8,Partially cloudy,2015-12-20,2015-12-20 03:23:35,False,6,3
633,08/01/2016,12:59:55,chinese,male,thin,21.0,no_kids,big,green,casual,black,short_sleeve,blue,long,blankets,6,7,no,13.0,3.0,9.0,3.086671738,101.6219554,1.0,Petaling Jaya,Selangor,47300,32.1,58.47,5.7,Partially cloudy,2016-01-08,2016-01-08 12:59:55,False,4,12
634,14/01/2016,3:15:08,foreigner,female,fat,39.0,baby,big,white,formal,red,short_sleeve,red,long,blankets,6,10,no,50.0,3.0,19.0,3.133900934,101.5587901,1.0,Shah Alam,Selangor,40150,26.0,88.75,5.4,Partially cloudy,2016-01-14,2016-01-14 03:15:08,False,3,3
635,05/01/2016,22:53:01,malay,female,fat,54.0,young,big,black,casual,red,short_sleeve,yellow,short,blankets,6,7,yes,54.0,2.0,16.0,3.149446449,101.5791797,2.0,Petaling Jaya,Selangor,47810,26.0,94.16,3.6,Partially cloudy,2016-01-05,2016-01-05 22:53:01,False,1,22
636,15/12/2015,12:40:31,indian,female,moderate,30.0,toddler,small,grey,formal,blue,long_sleeve,red,short,blankets,3,8,no,35.0,0.0,15.0,3.056369866,101.5721064,1.0,Subang Jaya,Selangor,47610,31.0,63.05,3.6,Partially cloudy,2015-12-15,2015-12-15 12:40:31,False,1,12
637,30/12/2015,3:51:28,malay,female,moderate,28.0,baby,small,orange,formal,red,long_sleeve,red,long,blankets,5,7,no,16.0,1.0,15.0,3.137307791,101.6102003,1.0,Petaling Jaya,Selangor,47400,25.0,78.5,5.4,Partially cloudy,2015-12-30,2015-12-30 03:51:28,False,2,3
638,21/01/2016,1:07:03,malay,male,thin,60.0,toddler,small,grey,traditional,black,long_sleeve,blue,short,clothes,5,10,no,56.0,0.0,13.0,3.162861731,101.567271,3.0,Petaling Jaya,Selangor,47810,29.0,70.2,5.4,Partially cloudy,2016-01-21,2016-01-21 01:07:03,False,3,1
639,30/01/2016,17:16:03,indian,male,thin,47.0,toddler,big,pink,traditional,blue,long_sleeve,purple,short,clothes,5,7,yes,19.0,3.0,17.0,3.160520622,101.6233698,3.0,Kuala Lumpur,Kuala Lumpur,47820,31.8,67.8,18.1,Partially cloudy,2016-01-30,2016-01-30 17:16:03,False,5,17
640,20/02/2016,13:44:43,malay,female,fat,44.0,baby,small,brown,casual,white,long_sleeve,brown,short,clothes,5,9,no,44.0,1.0,12.0,3.077930268,101.6322263,1.0,Petaling Jaya,Selangor,46050,31.8,56.57,8.9,Partially cloudy,2016-02-20,2016-02-20 13:44:43,False,5,13
641,06/02/2016,15:15:47,foreigner,male,moderate,24.0,toddler,small,pink,traditional,pink,long_sleeve,brown,long,clothes,5,10,yes,21.0,4.0,18.0,3.148670236,101.5674512,2.0,Petaling Jaya,Selangor,47820,32.0,62.7,11.2,Partially cloudy,2016-02-06,2016-02-06 15:15:47,False,5,15
642,30/12/2015,23:11:49,indian,female,moderate,56.0,no_kids,small,brown,formal,blue,short_sleeve,white,long,clothes,3,10,no,55.0,0.0,12.0,3.084853338,101.6221284,1.0,Petaling Jaya,Selangor,46150,26.8,84.64,1.7,Partially cloudy,2015-12-30,2015-12-30 23:11:49,False,2,23
643,28/12/2015,13:28:59,chinese,female,fat,54.0,toddler,big,purple,traditional,green,long_sleeve,black,long,blankets,4,7,yes,58.0,1.0,12.0,3.100190236,101.6351451,2.0,Petaling Jaya,Selangor,46000,28.1,78.65,3.8,Overcast,2015-12-28,2015-12-28 13:28:59,False,0,13
644,04/12/2015,6:48:13,chinese,male,moderate,42.0,toddler,big,white,casual,red,short_sleeve,grey,long,clothes,4,10,yes,11.0,0.0,14.0,3.121082538,101.6445953,3.0,Kuala Lumpur,Kuala Lumpur,50603,24.1,93.81,0.1,Partially cloudy,2015-12-04,2015-12-04 06:48:13,False,4,6
645,03/01/2016,1:01:06,indian,male,thin,60.0,toddler,small,pink,casual,white,long_sleeve,blue,short,blankets,3,9,yes,17.0,0.0,12.0,3.06396735,101.6319009,1.0,Subang Jaya,Selangor,47170,26.1,88.26,1.6,Partially cloudy,2016-01-03,2016-01-03 01:01:06,False,6,1
646,21/01/2016,8:11:14,foreigner,male,moderate,26.0,toddler,big,white,traditional,white,long_sleeve,white,long,clothes,5,8,yes,11.0,4.0,20.0,3.111487225,101.609823,1.0,Petaling Jaya,Selangor,47300,25.9,79.78,0.2,Partially cloudy,2016-01-21,2016-01-21 08:11:14,False,3,8
647,28/12/2015,7:05:19,chinese,female,moderate,40.0,no_kids,big,red,formal,grey,long_sleeve,red,long,clothes,5,7,yes,26.0,5.0,11.0,3.08721832,101.58404,2.0,Shah Alam,Selangor,40250,25.0,94.06,0.0,Partially cloudy,2015-12-28,2015-12-28 07:05:19,False,0,7
648,26/01/2016,0:52:35,indian,male,moderate,41.0,baby,small,grey,formal,purple,short_sleeve,pink,short,blankets,6,7,no,48.0,3.0,16.0,3.074553786,101.5947808,2.0,Subang Jaya,Selangor,47500,29.0,62.36,11.3,Partially cloudy,2016-01-26,2016-01-26 00:52:35,False,1,0
649,22/12/2015,19:51:38,malay,female,moderate,35.0,baby,big,orange,casual,red,short_sleeve,blue,long,clothes,6,10,no,38.0,2.0,19.0,3.081163307,101.5758687,1.0,Shah Alam,Selangor,40250,30.0,74.52,11.2,Partially cloudy,2015-12-22,2015-12-22 19:51:38,False,1,19
650,09/01/2016,19:51:49,indian,female,moderate,34.0,baby,small,green,traditional,red,long_sleeve,blue,long,clothes,3,9,no,17.0,4.0,17.0,3.178296771,101.6024096,3.0,Petaling Jaya,Selangor,46800,28.0,74.2,5.4,Partially cloudy,2016-01-09,2016-01-09 19:51:49,False,5,19
651,13/02/2016,6:54:37,malay,female,fat,25.0,no_kids,big,white,formal,pink,short_sleeve,blue,short,clothes,4,8,no,26.0,5.0,16.0,3.140175728,101.5948634,1.0,Petaling Jaya,Selangor,47410,26.0,83.69,5.4,Partially cloudy,2016-02-13,2016-02-13 06:54:37,False,5,6
652,30/12/2015,17:11:45,foreigner,female,thin,25.0,no_kids,big,brown,casual,pink,short_sleeve,black,long,clothes,4,10,yes,25.0,3.0,13.0,3.125618155,101.6077436,2.0,Petaling Jaya,Selangor,47410,30.9,58.88,9.3,Partially cloudy,2015-12-30,2015-12-30 17:11:45,False,2,17
653,30/12/2015,20:42:11,foreigner,male,fat,52.0,no_kids,small,grey,formal,black,long_sleeve,grey,short,blankets,4,10,yes,23.0,5.0,15.0,3.131382455,101.6307661,1.0,Petaling Jaya,Selangor,47308,28.0,77.86,5.3,Partially cloudy,2015-12-30,2015-12-30 20:42:11,False,2,20
654,31/01/2016,0:01:17,chinese,female,moderate,38.0,no_kids,small,brown,traditional,green,long_sleeve,white,long,blankets,5,8,yes,48.0,2.0,21.0,3.138265719,101.6348216,3.0,Kuala Lumpur,Kuala Lumpur,47308,28.0,83.79,1.9,Partially cloudy,2016-01-31,2016-01-31 00:01:17,False,6,0
655,28/01/2016,5:12:33,indian,female,moderate,50.0,toddler,small,blue,formal,purple,short_sleeve,blue,long,clothes,6,10,no,39.0,3.0,17.0,3.068708184,101.5660123,3.0,Subang Jaya,Selangor,47620,25.9,88.58,1.9,Partially cloudy,2016-01-28,2016-01-28 05:12:33,False,3,5
656,25/12/2015,9:27:30,malay,female,moderate,56.0,toddler,big,black,casual,pink,long_sleeve,white,short,blankets,4,9,yes,24.0,3.0,14.0,3.094589774,101.6059541,3.0,Petaling Jaya,Selangor,47300,27.0,83.68,3.7,Partially cloudy,2015-12-25,2015-12-25 09:27:30,False,4,9
657,17/12/2015,19:04:48,chinese,female,fat,58.0,toddler,big,purple,casual,brown,short_sleeve,white,short,blankets,6,7,no,40.0,5.0,7.0,3.079203289,101.635967,1.0,Petaling Jaya,Selangor,46050,25.2,87.85,7.2,Overcast,2015-12-17,2015-12-17 19:04:48,False,3,19
658,03/02/2016,10:14:17,chinese,male,moderate,39.0,no_kids,small,yellow,formal,white,long_sleeve,black,long,blankets,5,7,yes,18.0,4.0,17.0,3.145743721,101.6504231,1.0,Kuala Lumpur,Kuala Lumpur,50490,27.9,74.83,7.3,Partially cloudy,2016-02-03,2016-02-03 10:14:17,False,2,10
659,14/12/2015,3:40:21,chinese,male,moderate,24.0,no_kids,big,red,traditional,blue,short_sleeve,orange,long,clothes,4,7,yes,31.0,1.0,14.0,3.147007497,101.567363,1.0,Shah Alam,Selangor,47820,23.0,100.0,0.0,Partially cloudy,2015-12-14,2015-12-14 03:40:21,False,0,3
660,02/12/2015,18:41:41,malay,female,moderate,55.0,toddler,big,green,traditional,orange,short_sleeve,brown,long,clothes,4,7,yes,57.0,4.0,11.0,3.138411608,101.5987682,3.0,Petaling Jaya,Selangor,47410,30.0,70.48,5.4,Partially cloudy,2015-12-02,2015-12-02 18:41:41,False,2,18
661,03/12/2015,21:29:18,foreigner,female,thin,44.0,young,small,grey,formal,green,short_sleeve,blue,short,blankets,5,10,yes,18.0,0.0,10.0,3.083935226,101.6183264,2.0,Petaling Jaya,Selangor,46000,26.1,83.57,0.5,Partially cloudy,2015-12-03,2015-12-03 21:29:18,False,3,21
662,05/02/2016,4:00:33,indian,male,thin,56.0,young,small,yellow,formal,green,long_sleeve,orange,long,clothes,6,9,yes,20.0,0.0,15.0,3.089656655,101.6110039,1.0,Petaling Jaya,Selangor,47300,26.0,94.23,3.7,Partially cloudy,2016-02-05,2016-02-05 04:00:33,False,4,4
663,20/12/2015,18:29:57,foreigner,female,moderate,43.0,young,small,black,traditional,black,long_sleeve,red,short,clothes,4,9,yes,55.0,5.0,7.0,3.126449134,101.6108196,2.0,Petaling Jaya,Selangor,47400,29.0,74.47,11.0,Partially cloudy,2015-12-20,2015-12-20 18:29:57,False,6,18
664,15/02/2016,3:05:16,chinese,female,moderate,27.0,toddler,small,yellow,traditional,black,long_sleeve,blue,short,clothes,3,10,yes,43.0,5.0,16.0,3.05048338,101.5922463,2.0,Subang Jaya,Selangor,47200,25.0,94.19,3.3,Partially cloudy,2016-02-15,2016-02-15 03:05:16,False,0,3
665,31/12/2015,6:01:33,indian,female,fat,39.0,toddler,small,white,casual,green,short_sleeve,blue,long,blankets,6,8,no,34.0,1.0,13.0,3.155272359,101.5920565,1.0,Petaling Jaya,Selangor,47810,25.0,88.61,1.9,Partially cloudy,2015-12-31,2015-12-31 06:01:33,False,3,6
666,09/01/2016,1:23:53,foreigner,male,moderate,26.0,young,big,white,formal,white,short_sleeve,brown,long,clothes,4,10,no,45.0,5.0,9.0,3.117499479,101.5920294,2.0,Petaling Jaya,Selangor,47301,27.0,83.55,5.5,Partially cloudy,2016-01-09,2016-01-09 01:23:53,False,5,1
667,24/02/2016,8:17:44,foreigner,female,thin,58.0,toddler,small,red,traditional,brown,long_sleeve,pink,short,clothes,3,7,yes,41.0,2.0,13.0,3.075821572,101.5769013,1.0,Subang Jaya,Selangor,47500,25.0,89.31,0.1,Partially cloudy,2016-02-24,2016-02-24 08:17:44,False,2,8
668,16/02/2016,11:32:27,chinese,male,thin,48.0,toddler,small,purple,traditional,yellow,long_sleeve,white,long,clothes,4,9,no,24.0,5.0,14.0,3.149681646,101.6210045,1.0,Kuala Lumpur,Kuala Lumpur,60000,30.9,65.52,5.7,Partially cloudy,2016-02-16,2016-02-16 11:32:27,False,1,11
669,19/01/2016,0:39:22,chinese,female,thin,27.0,young,small,yellow,formal,grey,long_sleeve,green,short,clothes,6,9,yes,17.0,5.0,16.0,3.174300358,101.5996895,3.0,Petaling Jaya,Selangor,46800,26.0,93.98,0.2,Partially cloudy,2016-01-19,2016-01-19 00:39:22,False,1,0
670,27/12/2015,1:36:37,foreigner,female,moderate,43.0,young,small,blue,formal,purple,long_sleeve,white,short,blankets,4,9,yes,18.0,5.0,18.0,3.134591413,101.6045854,1.0,Petaling Jaya,Selangor,47410,26.0,78.64,1.9,Partially cloudy,2015-12-27,2015-12-27 01:36:37,False,6,1
671,13/12/2015,7:40:50,foreigner,male,moderate,21.0,toddler,big,green,traditional,red,short_sleeve,grey,long,blankets,5,10,no,16.0,2.0,9.0,3.112736709,101.6442956,1.0,Petaling Jaya,Selangor,46200,25.0,94.19,1.7,Partially cloudy,2015-12-13,2015-12-13 07:40:50,False,6,7
672,03/02/2016,17:26:07,malay,male,fat,47.0,no_kids,small,blue,traditional,pink,long_sleeve,brown,short,clothes,6,7,no,56.0,3.0,10.0,3.110098072,101.6519256,3.0,Petaling Jaya,Selangor,46661,30.1,73.36,15.7,Partially cloudy,2016-02-03,2016-02-03 17:26:07,False,2,17
673,02/12/2015,21:22:51,chinese,female,thin,32.0,no_kids,big,brown,traditional,green,long_sleeve,black,short,clothes,4,7,yes,55.0,3.0,13.0,3.132433214,101.5651258,2.0,Subang Jaya,Selangor,40150,27.0,83.68,5.4,Partially cloudy,2015-12-02,2015-12-02 21:22:51,False,2,21
674,06/01/2016,19:50:42,foreigner,female,thin,58.0,toddler,big,black,casual,black,long_sleeve,blue,long,blankets,3,10,yes,40.0,5.0,14.0,3.058183069,101.6575026,3.0,Subang Jaya,Selangor,47100,29.1,83.2,10.6,Partially cloudy,2016-01-06,2016-01-06 19:50:42,False,2,19
675,11/12/2015,13:52:51,chinese,female,moderate,33.0,no_kids,big,purple,casual,red,long_sleeve,green,short,clothes,5,10,yes,33.0,4.0,8.0,3.102714593,101.6168337,2.0,Petaling Jaya,Selangor,47300,28.8,79.75,10.9,Partially cloudy,2015-12-11,2015-12-11 13:52:51,False,4,13
676,02/01/2016,23:33:14,foreigner,female,thin,27.0,toddler,small,orange,casual,blue,long_sleeve,blue,short,blankets,4,8,yes,43.0,1.0,20.0,3.107045327,101.5726932,2.0,Shah Alam,Selangor,40250,26.8,84.88,3.6,Partially cloudy,2016-01-02,2016-01-02 23:33:14,False,5,23
677,29/12/2015,13:00:21,chinese,female,moderate,43.0,young,small,brown,casual,blue,short_sleeve,black,long,blankets,5,8,no,54.0,3.0,16.0,3.065919363,101.5782344,3.0,Subang Jaya,Selangor,47200,31.0,58.96,7.9,Partially cloudy,2015-12-29,2015-12-29 13:00:21,False,1,13
678,28/01/2016,0:16:24,foreigner,male,thin,30.0,toddler,small,pink,casual,red,short_sleeve,blue,short,blankets,4,10,yes,25.0,4.0,20.0,3.130394691,101.6126186,3.0,Petaling Jaya,Selangor,47400,28.0,83.66,5.6,Partially cloudy,2016-01-28,2016-01-28 00:16:24,False,3,0
679,05/02/2016,2:09:04,chinese,male,thin,24.0,toddler,small,red,formal,black,long_sleeve,grey,long,blankets,4,7,yes,44.0,2.0,8.0,3.093204146,101.5608772,3.0,Shah Alam,Selangor,40250,25.7,94.5,5.4,"Rain, Partially cloudy",2016-02-05,2016-02-05 02:09:04,True,4,2
680,04/02/2016,15:37:59,indian,female,moderate,29.0,baby,small,black,casual,orange,short_sleeve,black,short,clothes,4,9,no,33.0,0.0,17.0,3.092591306,101.5973513,1.0,Petaling Jaya,Selangor,43701,28.0,83.79,5.5,Overcast,2016-02-04,2016-02-04 15:37:59,False,3,15
681,16/02/2016,19:24:25,chinese,female,thin,36.0,toddler,big,yellow,casual,blue,long_sleeve,purple,short,blankets,4,10,yes,45.0,0.0,18.0,3.15069815,101.6322859,1.0,Kuala Lumpur,Kuala Lumpur,60000,26.1,83.16,28.5,Partially cloudy,2016-02-16,2016-02-16 19:24:25,False,1,19
682,22/02/2016,4:33:19,chinese,female,thin,23.0,no_kids,small,blue,formal,black,short_sleeve,green,long,clothes,5,9,no,27.0,0.0,9.0,3.078800879,101.579777,2.0,Subang Jaya,Selangor,47500,25.0,83.31,3.8,Partially cloudy,2016-02-22,2016-02-22 04:33:19,False,0,4
683,17/01/2016,10:36:56,indian,male,fat,30.0,baby,big,red,casual,red,long_sleeve,purple,short,clothes,3,10,no,25.0,2.0,13.0,3.133424368,101.6234582,2.0,Petaling Jaya,Selangor,47400,29.0,74.76,9.4,Partially cloudy,2016-01-17,2016-01-17 10:36:56,False,6,10
684,20/02/2016,13:34:13,chinese,male,fat,19.0,no_kids,big,red,traditional,black,long_sleeve,blue,short,clothes,3,9,yes,22.0,2.0,15.0,3.124450233,101.56786,1.0,Shah Alam,Selangor,40150,32.0,55.59,9.3,Partially cloudy,2016-02-20,2016-02-20 13:34:13,False,5,13
685,06/01/2016,11:08:25,malay,male,moderate,28.0,toddler,big,white,formal,white,short_sleeve,blue,long,blankets,3,9,no,30.0,3.0,15.0,3.087443356,101.5595927,3.0,Shah Alam,Selangor,40675,31.8,63.69,3.7,Partially cloudy,2016-01-06,2016-01-06 11:08:25,False,2,11
686,10/02/2016,9:21:26,malay,female,moderate,32.0,young,big,orange,casual,black,short_sleeve,brown,short,blankets,6,7,no,16.0,0.0,7.0,3.151392961,101.6393946,1.0,Kuala Lumpur,Kuala Lumpur,60000,27.0,74.35,1.9,Partially cloudy,2016-02-10,2016-02-10 09:21:26,False,2,9
687,23/01/2016,2:21:46,malay,male,fat,36.0,toddler,small,orange,casual,pink,short_sleeve,blue,short,clothes,5,7,yes,32.0,3.0,9.0,3.172744676,101.5653824,3.0,Shah Alam,Selangor,47810,24.2,97.59,1.8,Partially cloudy,2016-01-23,2016-01-23 02:21:46,False,5,2
688,09/02/2016,3:24:13,indian,female,thin,47.0,no_kids,big,purple,formal,blue,short_sleeve,green,long,clothes,6,7,yes,57.0,4.0,20.0,3.17082734,101.6509222,1.0,Kuala Lumpur,Kuala Lumpur,50480,26.0,82.95,4.3,Partially cloudy,2016-02-09,2016-02-09 03:24:13,False,1,3
689,10/12/2015,10:37:36,foreigner,female,fat,25.0,toddler,small,purple,traditional,black,long_sleeve,pink,short,blankets,6,10,yes,49.0,3.0,9.0,3.183122493,101.6364474,2.0,Kuala Lumpur,Kuala Lumpur,52200,29.0,74.69,7.4,Partially cloudy,2015-12-10,2015-12-10 10:37:36,False,3,10
690,16/12/2015,7:20:01,foreigner,female,moderate,28.0,baby,big,brown,casual,red,long_sleeve,purple,short,clothes,4,10,no,40.0,0.0,9.0,3.084341475,101.5835761,1.0,Shah Alam,Selangor,40250,25.0,94.19,0.1,Partially cloudy,2015-12-16,2015-12-16 07:20:01,False,2,7
691,19/12/2015,9:49:27,malay,male,thin,28.0,toddler,big,white,formal,purple,short_sleeve,blue,long,clothes,4,8,yes,34.0,4.0,19.0,3.141532268,101.6263377,2.0,Kuala Lumpur,Kuala Lumpur,60000,26.0,83.21,9.4,Partially cloudy,2015-12-19,2015-12-19 09:49:27,False,5,9
692,30/12/2015,23:35:04,malay,female,fat,58.0,young,small,pink,traditional,grey,short_sleeve,grey,long,clothes,4,10,no,36.0,0.0,15.0,3.137784625,101.5926977,3.0,Petaling Jaya,Selangor,47410,26.8,84.64,1.8,Partially cloudy,2015-12-30,2015-12-30 23:35:04,False,2,23
693,23/01/2016,10:43:16,foreigner,female,thin,23.0,toddler,small,pink,casual,pink,short_sleeve,pink,long,clothes,3,7,yes,37.0,3.0,11.0,3.118899456,101.5873806,3.0,Petaling Jaya,Selangor,47301,29.0,74.47,3.7,Partially cloudy,2016-01-23,2016-01-23 10:43:16,False,5,10
694,30/01/2016,14:44:03,foreigner,female,fat,39.0,young,small,black,traditional,purple,short_sleeve,green,long,blankets,4,9,yes,16.0,2.0,19.0,3.129246102,101.6358823,2.0,Petaling Jaya,Selangor,46400,32.8,60.0,3.9,"Rain, Partially cloudy",2016-01-30,2016-01-30 14:44:03,True,5,14
695,12/01/2016,16:49:54,foreigner,female,moderate,48.0,toddler,small,brown,traditional,black,short_sleeve,white,short,clothes,6,7,yes,50.0,4.0,12.0,3.142940527,101.600874,2.0,Petaling Jaya,Selangor,47410,31.0,66.2,16.5,Partially cloudy,2016-01-12,2016-01-12 16:49:54,False,1,16
696,21/02/2016,11:33:14,indian,female,thin,35.0,young,big,black,formal,grey,long_sleeve,white,long,blankets,6,8,yes,15.0,0.0,21.0,3.119562117,101.635884,3.0,Petaling Jaya,Selangor,46400,30.9,43.47,8.4,Partially cloudy,2016-02-21,2016-02-21 11:33:14,False,6,11
697,03/12/2015,8:46:20,malay,female,fat,42.0,no_kids,big,brown,casual,black,short_sleeve,blue,short,clothes,5,8,yes,52.0,5.0,10.0,3.080338873,101.5791204,2.0,Subang Jaya,Selangor,47500,24.9,93.35,0.0,Partially cloudy,2015-12-03,2015-12-03 08:46:20,False,3,8
698,30/12/2015,15:58:29,chinese,female,moderate,24.0,toddler,big,grey,formal,brown,long_sleeve,blue,short,clothes,6,7,no,21.0,2.0,14.0,3.114221505,101.6072218,1.0,Petaling Jaya,Selangor,47301,34.0,44.04,7.8,Partially cloudy,2015-12-30,2015-12-30 15:58:29,False,2,15
699,18/12/2015,12:02:47,malay,female,moderate,44.0,no_kids,big,white,traditional,yellow,short_sleeve,orange,long,clothes,3,10,no,21.0,3.0,19.0,3.052201638,101.616266,2.0,Subang Jaya,Selangor,47170,31.0,59.15,3.4,Partially cloudy,2015-12-18,2015-12-18 12:02:47,False,4,12
700,05/01/2016,4:21:34,indian,male,moderate,37.0,toddler,big,green,casual,black,short_sleeve,blue,long,blankets,5,10,yes,53.0,1.0,8.0,3.105184836,101.6156926,3.0,Petaling Jaya,Selangor,47300,26.0,93.84,0.1,Partially cloudy,2016-01-05,2016-01-05 04:21:34,False,1,4
701,20/12/2015,12:24:22,indian,female,fat,34.0,young,big,red,casual,brown,long_sleeve,blue,short,clothes,5,10,no,34.0,5.0,15.0,3.171984478,101.5906375,2.0,Petaling Jaya,Selangor,46800,29.0,70.26,11.1,Partially cloudy,2015-12-20,2015-12-20 12:24:22,False,6,12
702,17/12/2015,10:44:23,indian,female,moderate,36.0,toddler,small,white,traditional,blue,long_sleeve,white,long,blankets,3,7,no,34.0,4.0,7.0,3.063538644,101.5775981,2.0,Subang Jaya,Selangor,47200,27.0,83.68,5.3,Partially cloudy,2015-12-17,2015-12-17 10:44:23,False,3,10
703,24/12/2015,23:57:01,foreigner,female,moderate,48.0,toddler,small,brown,casual,blue,short_sleeve,red,short,clothes,3,7,yes,25.0,4.0,10.0,3.090240805,101.645262,1.0,Petaling Jaya,Selangor,46990,26.7,88.96,1.9,Partially cloudy,2015-12-24,2015-12-24 23:57:01,False,3,23
704,13/12/2015,19:33:36,indian,female,moderate,29.0,baby,big,green,traditional,yellow,short_sleeve,blue,short,blankets,5,7,no,25.0,2.0,14.0,3.122833803,101.6588176,1.0,Kuala Lumpur,Kuala Lumpur,50603,23.9,94.58,1.8,Overcast,2015-12-13,2015-12-13 19:33:36,False,6,19
705,26/01/2016,16:53:14,chinese,female,fat,32.0,baby,big,black,formal,pink,long_sleeve,blue,long,clothes,6,8,no,39.0,2.0,19.0,3.087350883,101.563406,2.0,Shah Alam,Selangor,40250,33.0,55.81,5.5,Partially cloudy,2016-01-26,2016-01-26 16:53:14,False,1,16
706,05/02/2016,3:18:53,indian,male,fat,53.0,toddler,small,yellow,formal,blue,short_sleeve,brown,long,clothes,3,7,yes,35.0,4.0,18.0,3.089521998,101.6585615,1.0,Petaling Jaya,Selangor,46000,25.9,94.23,2.2,Partially cloudy,2016-02-05,2016-02-05 03:18:53,False,4,3
707,21/12/2015,17:50:09,indian,male,fat,49.0,baby,big,red,traditional,brown,short_sleeve,blue,short,blankets,5,10,yes,46.0,5.0,7.0,3.148907541,101.6505758,1.0,Kuala Lumpur,Kuala Lumpur,50490,30.9,62.2,18.0,Partially cloudy,2015-12-21,2015-12-21 17:50:09,False,0,17
708,04/12/2015,18:46:42,chinese,female,thin,32.0,young,big,green,formal,blue,long_sleeve,pink,short,blankets,6,10,yes,24.0,0.0,12.0,3.128984594,101.5846889,3.0,Petaling Jaya,Selangor,47410,31.0,66.41,11.1,Partially cloudy,2015-12-04,2015-12-04 18:46:42,False,4,18
709,20/02/2016,13:43:04,indian,female,fat,40.0,baby,small,green,traditional,black,long_sleeve,black,long,blankets,4,10,no,38.0,5.0,11.0,3.1773071,101.5799297,2.0,Petaling Jaya,Selangor,47930,32.0,55.76,9.3,Partially cloudy,2016-02-20,2016-02-20 13:43:04,False,5,13
710,14/01/2016,5:43:11,foreigner,female,thin,34.0,no_kids,big,red,traditional,brown,short_sleeve,blue,short,clothes,6,8,no,59.0,3.0,16.0,3.102412855,101.5865454,3.0,Shah Alam,Selangor,40250,25.8,89.09,3.7,Partially cloudy,2016-01-14,2016-01-14 05:43:11,False,3,5
711,08/01/2016,1:42:30,chinese,male,moderate,51.0,no_kids,big,white,casual,red,short_sleeve,white,short,clothes,6,9,yes,19.0,5.0,21.0,3.135517555,101.599381,3.0,Petaling Jaya,Selangor,47410,27.0,83.53,5.5,Partially cloudy,2016-01-08,2016-01-08 01:42:30,False,4,1
712,12/01/2016,6:50:34,chinese,male,moderate,53.0,toddler,big,green,casual,orange,long_sleeve,grey,long,blankets,5,10,yes,28.0,5.0,13.0,3.177666821,101.6559685,3.0,Kuala Lumpur,Kuala Lumpur,50480,25.1,93.81,0.0,Partially cloudy,2016-01-12,2016-01-12 06:50:34,False,1,6
713,13/02/2016,3:25:35,chinese,female,fat,32.0,toddler,small,pink,formal,grey,short_sleeve,purple,short,blankets,5,7,no,39.0,3.0,16.0,3.062070931,101.6519427,1.0,Kuala Lumpur,Kuala Lumpur,47180,26.9,84.96,2.0,Partially cloudy,2016-02-13,2016-02-13 03:25:35,False,5,3
714,07/01/2016,9:13:58,indian,female,fat,53.0,toddler,big,purple,formal,purple,long_sleeve,blue,long,clothes,4,8,yes,41.0,0.0,12.0,3.156284771,101.6296958,3.0,Kuala Lumpur,Kuala Lumpur,60000,27.0,88.02,2.4,Partially cloudy,2016-01-07,2016-01-07 09:13:58,False,3,9
715,10/01/2016,3:23:14,indian,female,thin,45.0,no_kids,small,orange,casual,blue,short_sleeve,pink,short,clothes,5,7,yes,36.0,3.0,7.0,3.097799731,101.6263196,1.0,Petaling Jaya,Selangor,46100,26.0,88.23,2.0,Partially cloudy,2016-01-10,2016-01-10 03:23:14,False,6,3
716,28/12/2015,5:04:46,indian,male,thin,46.0,toddler,big,white,casual,purple,short_sleeve,brown,short,blankets,3,7,no,21.0,5.0,9.0,3.157987466,101.6418585,3.0,Kuala Lumpur,Kuala Lumpur,50490,25.1,93.84,0.2,Partially cloudy,2015-12-28,2015-12-28 05:04:46,False,0,5
717,05/12/2015,17:20:08,indian,female,fat,46.0,young,big,red,traditional,purple,long_sleeve,orange,short,blankets,6,7,no,31.0,0.0,8.0,3.157330221,101.5892888,2.0,Petaling Jaya,Selangor,47810,25.0,94.21,3.7,Overcast,2015-12-05,2015-12-05 17:20:08,False,5,17
