Date,Time,Race,Gender,Body_Size,Age_Range,With_Kids,Kids_Category,Basket_Size,Basket_colour,Attire,Shirt_Colour,shirt_type,Pants_Colour,pants_type,Wash_Item,Washer_No,Dryer_No,Spectacles,TimeSpent_minutes,buyDrinks,TotalSpent_RM,latitude,longitude,Num_of_Baskets,City,State,Postcode,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations,Formatted_Date,Datetime
28/11/2015,0:53:14,indian,male,thin,37.0,yes,young,big,orange,formal,red,short_sleeve,grey,long,clothes,6,9,no,58.0,1.0,8.0,2.937817507,101.7330304,3.0,Putrajaya,Putrajaya,62050,27.0,29.9,23.7,82.08,0.0,0,,0.0,0.0,,7.4,32.0,,89.0,8.3,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",2015-11-28,2015-11-28 00:53:14
28/11/2015,0:53:14,indian,male,moderate,,no,no_kids,big,white,casual,purple,short_sleeve,blue_jeans,long,blankets,6,8,yes,19.0,4.0,21.0,2.965852565,101.6720597,3.0,Putrajaya,Putrajaya,62300,27.0,30.1,24.1,84.08,0.0,0,,0.0,0.0,,5.1,25.0,,89.0,7.3,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",2015-11-28,2015-11-28 00:53:14
28/11/2015,0:53:14,chinese,female,thin,36.0,yes,baby,big,white,casual,red,short_sleeve,black,long,blankets,3,8,no,60.0,5.0,15.0,2.942478632,101.6600064,3.0,Sepang,Selangor,61250,27.0,30.1,23.9,83.31,0.0,0,,0.0,0.0,,6.0,28.0,,89.0,7.7,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",2015-11-28,2015-11-28 00:53:14
28/11/2015,1:07:40,malay,male,thin,48.0,no,no_kids,small,white,casual,black,short_sleeve,black,long,clothes,4,9,no,13.0,2.0,16.0,2.946975985,101.7462232,3.0,Majlis Perbandaran Kajang,Selangor,43000,26.4,26.4,24.0,86.89,0.0,0,,0.0,0.0,,4.1,1.0,,89.0,8.2,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",2015-11-28,2015-11-28 01:07:40
28/11/2015,1:07:40,chinese,male,moderate,35.0,no,no_kids,big,white,casual,white,short_sleeve,black,long,clothes,3,10,,39.0,0.0,10.0,2.96138144,101.6719481,3.0,Putrajaya,Putrajaya,62300,26.5,26.5,24.0,86.06,0.0,0,,0.0,0.0,,3.5,348.0,,89.0,7.4,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",2015-11-28,2015-11-28 01:07:40
28/11/2015,1:46:27,,male,thin,41.0,no,no_kids,big,black,casual,,short_sleeve,black,long,blankets,4,7,yes,14.0,1.0,13.0,2.909816846,101.7431778,2.0,Sepang,Selangor,63450,26.2,26.2,24.0,87.51,0.0,0,,0.0,0.0,,4.5,11.0,,89.0,8.8,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",2015-11-28,2015-11-28 01:46:27
28/11/2015,1:46:27,indian,female,fat,53.0,no,no_kids,big,blue,,red,short_sleeve,white,long,clothes,5,10,no,49.0,2.0,8.0,2.930395202,101.6632823,,Sepang,Selangor,63200,26.4,26.4,24.0,86.66,0.0,0,,0.0,0.0,,3.9,358.0,,89.0,8.0,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",2015-11-28,2015-11-28 01:46:27
28/11/2015,1:46:27,chinese,female,moderate,44.0,no,no_kids,big,,casual,white,short_sleeve,red,short,clothes,6,10,,32.0,5.0,15.0,2.925271717,101.6866045,1.0,Putrajaya,Putrajaya,62675,26.3,26.3,24.0,86.96,0.0,0,,0.0,0.0,,4.2,2.0,,89.0,8.3,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",2015-11-28,2015-11-28 01:46:27
28/11/2015,1:54:34,,female,thin,46.0,no,no_kids,big,grey,casual,black,short_sleeve,white,short,clothes,5,9,yes,16.0,3.0,7.0,2.970066108,101.7455439,1.0,Majlis Perbandaran Kajang,Selangor,43650,26.4,26.4,24.0,86.48,0.0,0,,0.0,0.0,,3.8,355.0,,89.0,7.8,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",2015-11-28,2015-11-28 01:54:34
28/11/2015,1:54:34,,male,fat,29.0,no,no_kids,,white,casual,white,short_sleeve,white,long,clothes,3,7,,41.0,3.0,16.0,2.923858206,101.6701752,1.0,Sepang,Selangor,62100,26.4,26.4,24.0,86.86,0.0,0,,0.0,0.0,,4.1,1.0,,89.0,8.2,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",2015-11-28,2015-11-28 01:54:34
28/11/2015,3:15:41,foreigner ,male,fat,42.0,no,no_kids,big,red,casual,red,short_sleeve,,long,blankets,6,7,no,40.0,5.0,9.0,2.938944098,101.6294406,2.0,Sepang,Selangor,63200,26.0,26.0,24.0,88.76,0.0,0,,0.0,0.0,,4.5,345.0,,89.0,7.5,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",2015-11-28,2015-11-28 03:15:41
28/11/2015,4:34:53,chinese,,moderate,39.0,no,no_kids,big,pink,casual,pink,,,long,clothes,5,10,yes,53.0,0.0,7.0,2.915374472,101.739544,,Sepang,Selangor,63450,26.0,26.0,24.0,88.76,0.0,0,,0.0,0.0,,3.1,22.0,,89.0,9.2,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",2015-11-28,2015-11-28 04:34:53
28/11/2015,4:36:53,chinese,female,moderate,37.0,no,no_kids,big,green,casual,red,short_sleeve,black,long,blankets,6,7,no,29.0,4.0,10.0,2.905204264,101.6404512,1.0,Sepang,Selangor,63000,26.0,26.0,24.0,88.76,0.0,0,,0.0,0.0,,3.0,20.0,,89.0,9.0,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",2015-11-28,2015-11-28 04:36:53
28/11/2015,4:36:53,indian,female,moderate,49.0,,no_kids,big,green,casual,red,short_sleeve,red,short,clothes,3,9,no,31.0,0.0,14.0,2.932567874,101.7152646,3.0,Putrajaya,Putrajaya,62000,26.0,26.0,24.0,88.76,0.0,0,,0.0,0.0,,3.0,20.0,,89.0,9.0,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",2015-11-28,2015-11-28 04:36:53
28/11/2015,4:36:53,indian,female,,43.0,no,no_kids,big,,formal,green,short_sleeve,black,long,clothes,4,10,no,54.0,2.0,19.0,2.921952289,101.6647757,,Sepang,Selangor,62100,26.0,26.0,24.0,88.76,0.0,0,,0.0,0.0,,2.9,19.0,,89.0,8.9,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",2015-11-28,2015-11-28 04:36:53
28/11/2015,4:39:27,chinese,male,thin,42.0,no,no_kids,big,red,casual,black,long sleeve,blue_jeans,long,clothes,4,8,no,38.0,0.0,10.0,2.924511937,101.732014,1.0,Sepang,Selangor,63450,26.0,26.0,24.0,88.76,0.0,0,,0.0,0.0,,3.1,21.0,,89.0,9.1,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",2015-11-28,2015-11-28 04:39:27
28/11/2015,4:39:27,indian,male,thin,54.0,no,no_kids,big,white,casual,blue,short_sleeve,blue_jeans,long,blankets,5,7,no,30.0,0.0,7.0,2.918959965,101.695205,2.0,Putrajaya,Putrajaya,62150,26.0,26.0,24.0,88.76,0.0,0,,0.0,0.0,,3.0,21.0,,89.0,9.1,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",2015-11-28,2015-11-28 04:39:27
28/11/2015,5:18:18,indian,male,moderate,49.0,no,no_kids,big,green,casual,blue,short_sleeve,black,short,clothes,6,10,no,14.0,2.0,7.0,2.973086349,101.7149104,3.0,Sepang,Selangor,62502,25.1,25.1,23.5,90.97,0.0,0,,0.0,0.0,,3.8,40.0,1009.0,89.0,8.0,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",2015-11-28,2015-11-28 05:18:18
28/11/2015,5:40:34,,female,thin,51.0,no,no_kids,big,,casual,,long sleeve,blue_jeans,long,clothes,4,8,no,36.0,1.0,19.0,2.9266717,101.7193002,1.0,Sepang,Selangor,62000,25.1,25.1,23.4,90.13,0.0,0,,0.0,0.0,,5.2,49.0,1009.0,89.0,8.7,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",2015-11-28,2015-11-28 05:40:34
28/11/2015,8:13:33,chinese,male,fat,53.0,no,no_kids,big,red,casual,blue,,black,long,clothes,6,10,no,57.0,5.0,18.0,2.969867763,101.6727939,,Putrajaya,Putrajaya,62300,25.0,25.0,23.6,92.01,0.0,0,,0.0,0.0,,0.8,61.0,1010.7,89.0,7.8,72.5,0.3,1,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",2015-11-28,2015-11-28 08:13:33
28/11/2015,8:23:27,indian,male,fat,38.0,yes,young,big,red,casual,brown,short_sleeve,blue_jeans,long,clothes,3,10,,13.0,4.0,15.0,2.952667786,101.6374642,1.0,Sepang,Selangor,47120,25.0,25.0,23.6,91.98,0.0,0,,0.0,0.0,,0.8,62.0,1010.7,89.0,7.8,72.5,0.3,1,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",2015-11-28,2015-11-28 08:23:27
28/11/2015,8:31:26,indian,male,fat,28.0,no,no_kids,,yellow,casual,yellow,short_sleeve,blue_jeans,long,clothes,3,7,no,49.0,1.0,21.0,2.965767621,101.6398911,2.0,Sepang,Selangor,47120,25.0,25.0,23.6,92.29,0.0,0,,0.0,0.0,,0.7,57.0,1010.7,89.0,7.6,72.5,0.3,1,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",2015-11-28,2015-11-28 08:31:26
28/11/2015,8:31:26,indian,male,fat,30.0,no,no_kids,big,red,casual,,short_sleeve,grey,long,clothes,4,7,yes,29.0,2.0,9.0,2.929229927,101.6928441,3.0,Putrajaya,Putrajaya,62150,25.0,25.0,23.4,90.79,0.0,0,,0.0,0.0,,1.2,78.0,1010.6,89.0,8.6,72.5,0.3,1,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",2015-11-28,2015-11-28 08:31:26
28/11/2015,8:38:07,chinese,male,moderate,55.0,no,no_kids,big,blue,casual,white,short_sleeve,blue,short,blankets,4,8,,13.0,5.0,13.0,2.921581535,101.7055129,2.0,Putrajaya,Putrajaya,62150,25.0,25.0,23.3,90.52,0.0,0,,0.0,0.0,,1.2,82.0,1010.6,89.0,8.8,72.5,0.3,1,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",2015-11-28,2015-11-28 08:38:07
28/11/2015,8:59:43,indian,,fat,37.0,yes,young,big,blue,,red,short_sleeve,blue_jeans,long,clothes,4,10,no,28.0,1.0,11.0,2.941925339,101.7135719,2.0,Putrajaya,Putrajaya,62000,25.0,25.0,23.4,90.93,0.0,0,,0.0,0.0,,1.1,77.0,1010.6,89.0,8.5,72.5,0.3,1,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",2015-11-28,2015-11-28 08:59:43
28/11/2015,9:01:39,foreigner ,male,fat,42.0,no,no_kids,big,white,,orange,short_sleeve,brown,short,blankets,5,7,no,12.0,5.0,19.0,2.927915945,101.6932603,3.0,Putrajaya,Putrajaya,62150,27.0,30.1,24.0,83.68,0.0,0,,0.0,0.0,,1.9,82.0,,89.0,9.3,145.3,0.5,1,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",2015-11-28,2015-11-28 09:01:39
28/11/2015,9:01:39,foreigner ,male,moderate,33.0,no,no_kids,big,white,casual,white,short_sleeve,blue_jeans,long,clothes,3,7,no,39.0,2.0,7.0,2.959954328,101.7246681,3.0,Sepang,Selangor,62500,27.0,30.1,24.0,83.68,0.0,0,,0.0,0.0,,2.3,95.0,,89.0,9.1,145.3,0.5,1,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",2015-11-28,2015-11-28 09:01:39
28/11/2015,9:07:24,chinese,male,fat,36.0,yes,young,big,orange,casual,,short_sleeve,blue,short,clothes,3,8,yes,57.0,5.0,15.0,2.95310346,101.6927764,2.0,Putrajaya,Putrajaya,61250,27.0,30.1,24.0,83.68,0.0,0,,0.0,0.0,,2.4,99.0,,89.0,9.1,145.3,0.5,1,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",2015-11-28,2015-11-28 09:07:24
28/11/2015,9:30:00,malay,female,fat,38.0,yes,toddler,big,red,casual,red,short_sleeve,grey,long,clothes,3,8,no,43.0,4.0,16.0,2.950237161,101.6387785,1.0,Sepang,Selangor,47120,27.0,30.1,24.0,83.68,0.0,0,,0.0,0.0,,2.9,112.0,,89.0,8.9,145.3,0.5,1,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",2015-11-28,2015-11-28 09:30:00
28/11/2015,9:30:00,malay,female,moderate,,no,no_kids,big,black,casual,grey,long sleeve,blue ,long,clothes,5,7,no,48.0,0.0,13.0,2.936112039,101.7305357,3.0,Putrajaya,Putrajaya,62050,27.0,30.1,24.0,83.68,0.0,0,,0.0,0.0,,1.8,79.0,,89.0,9.3,145.3,0.5,1,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",2015-11-28,2015-11-28 09:30:00
28/11/2015,10:11:49,chinese,male,moderate,38.0,no,no_kids,,red,casual,grey,short_sleeve,black,long,clothes,6,8,no,53.0,4.0,10.0,2.945627995,101.7402113,1.0,Sepang,Selangor,62050,28.6,33.0,24.0,76.04,0.0,0,,0.0,0.0,,3.6,100.0,,89.0,10.0,248.4,0.9,2,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",2015-11-28,2015-11-28 10:11:49
28/11/2015,10:29:01,indian,female,moderate,36.0,no,no_kids,big,green,casual,,,grey,long,clothes,6,10,no,29.0,5.0,13.0,2.921483673,101.6398965,2.0,Sepang,Selangor,63000,28.6,32.9,24.0,76.25,0.0,0,,0.0,0.0,,3.6,100.0,,89.0,10.0,248.4,0.9,2,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",2015-11-28,2015-11-28 10:29:01
28/11/2015,10:40:32,chinese,,thin,36.0,no,no_kids,big,green,casual,grey,short_sleeve,black,long,blankets,6,9,no,23.0,0.0,9.0,2.946974354,101.6392586,1.0,Sepang,Selangor,63200,28.5,32.7,24.0,76.75,0.0,0,,0.0,0.0,,3.6,100.0,,89.0,10.0,248.4,0.9,2,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",2015-11-28,2015-11-28 10:40:32
28/11/2015,10:47:35,chinese,female,thin,53.0,no,no_kids,big,,casual,,short_sleeve,blue_jeans,long,blankets,6,7,yes,19.0,5.0,10.0,2.957852455,101.6589347,,Sepang,Selangor,62300,28.5,32.7,24.0,76.8,0.0,0,,0.0,0.0,,3.6,100.0,,89.0,10.0,248.4,0.9,2,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",2015-11-28,2015-11-28 10:47:35
28/11/2015,11:02:24,malay,female,fat,,no,no_kids,big,white,casual,red,short_sleeve,grey,long,clothes,6,9,,43.0,3.0,8.0,2.940828808,101.7247489,2.0,Putrajaya,Putrajaya,62050,30.8,36.2,24.0,67.3,0.0,0,,0.0,0.0,,6.8,147.0,1011.4,89.0,10.4,319.9,1.2,3,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",2015-11-28,2015-11-28 11:02:24
28/11/2015,11:02:24,,female,fat,46.0,no,no_kids,big,,traditional,red,long sleeve,red,long,blankets,5,7,yes,43.0,1.0,13.0,2.958265135,101.6873226,2.0,Putrajaya,Putrajaya,61250,30.8,36.2,24.0,67.24,0.0,0,,0.0,0.0,,6.5,150.0,1011.5,89.0,10.5,319.9,1.2,3,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",2015-11-28,2015-11-28 11:02:24
28/11/2015,11:02:30,indian,female,,37.0,yes,young,,white,traditional,brown,short_sleeve,blue,long,clothes,5,9,no,22.0,5.0,21.0,2.971401724,101.6875194,,Sepang,Selangor,62300,30.8,36.2,24.0,67.21,0.0,0,,0.0,0.0,,6.4,151.0,1011.5,89.0,10.5,319.9,1.2,3,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",2015-11-28,2015-11-28 11:02:30
28/11/2015,11:02:30,indian,female,moderate,43.0,yes,baby,big,white,,,short_sleeve,brown,short,clothes,3,9,no,13.0,3.0,13.0,2.922645674,101.6643563,2.0,Sepang,Selangor,63000,30.8,36.2,24.0,67.31,0.0,0,,0.0,0.0,,6.8,147.0,1011.4,89.0,10.4,319.9,1.2,3,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",2015-11-28,2015-11-28 11:02:30
28/11/2015,11:02:30,chinese,female,fat,48.0,yes,toddler,big,red,casual,red,short_sleeve,green,short,clothes,6,8,no,55.0,4.0,7.0,2.955160058,101.6803372,,Putrajaya,Putrajaya,62300,30.8,36.2,24.0,67.24,0.0,0,,0.0,0.0,,6.5,150.0,1011.5,89.0,10.5,319.9,1.2,3,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",2015-11-28,2015-11-28 11:02:30
28/11/2015,11:02:30,indian,female,,37.0,yes,young,,,casual,purple,short_sleeve,,long,clothes,4,8,no,53.0,5.0,12.0,2.932437877,101.6309001,3.0,Sepang,Selangor,63000,30.8,36.2,24.0,67.25,0.0,0,,0.0,0.0,,6.5,149.0,1011.5,89.0,10.5,319.9,1.2,3,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",2015-11-28,2015-11-28 11:02:30
28/11/2015,11:02:30,indian,female,moderate,52.0,yes,young,big,red,casual,white,short_sleeve,purple,short,clothes,3,7,no,38.0,1.0,12.0,2.92449831,101.7305641,,Sepang,Selangor,63450,30.8,36.2,24.0,67.33,0.0,0,,0.0,0.0,,6.9,146.0,1011.4,89.0,10.3,319.9,1.2,3,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",2015-11-28,2015-11-28 11:02:30
28/11/2015,11:02:30,indian,female,fat,39.0,no,no_kids,big,white,traditional,,short_sleeve,black,long,blankets,4,8,no,37.0,0.0,10.0,2.959347135,101.7170518,2.0,Sepang,Selangor,62500,30.8,36.2,24.0,67.26,0.0,0,,0.0,0.0,,6.6,149.0,1011.5,89.0,10.4,319.9,1.2,3,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",2015-11-28,2015-11-28 11:02:30
28/11/2015,11:02:49,chinese,female,moderate,38.0,no,no_kids,big,blue,casual,white,,grey,long,blankets,3,7,no,56.0,2.0,19.0,2.904763127,101.6316718,1.0,Sepang,Selangor,63000,30.7,36.2,24.0,67.33,0.0,0,,0.0,0.0,,6.8,147.0,1011.4,89.0,10.4,319.9,1.2,3,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",2015-11-28,2015-11-28 11:02:49
28/11/2015,11:02:49,chinese,female,fat,42.0,no,no_kids,,blue,casual,brown,long sleeve,black,long,,6,7,no,13.0,1.0,8.0,2.924931051,101.6847688,3.0,Putrajaya,Putrajaya,62100,30.8,36.2,24.0,67.31,0.0,0,,0.0,0.0,,6.8,147.0,1011.4,89.0,10.3,319.9,1.2,3,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",2015-11-28,2015-11-28 11:02:49
28/11/2015,11:02:49,indian,female,moderate,41.0,no,no_kids,,white,casual,white,short_sleeve,black,long,blankets,3,10,no,39.0,1.0,11.0,2.966777948,101.6741101,3.0,Putrajaya,Putrajaya,62300,30.8,36.2,24.0,67.2,0.0,0,,0.0,0.0,,6.4,151.0,1011.5,89.0,10.5,319.9,1.2,3,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",2015-11-28,2015-11-28 11:02:49
28/11/2015,11:02:49,indian,female,moderate,47.0,no,no_kids,big,black,casual,black,short_sleeve,green,short,blankets,4,7,,46.0,3.0,15.0,2.923326498,101.6962434,,Putrajaya,Putrajaya,62150,30.8,36.2,24.0,67.32,0.0,0,,0.0,0.0,,6.9,147.0,1011.4,89.0,10.3,319.9,1.2,3,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",2015-11-28,2015-11-28 11:02:49
28/11/2015,11:02:49,indian,female,,29.0,no,no_kids,big,,casual,white,,black,long,blankets,3,7,,29.0,3.0,7.0,2.967124392,101.7161176,2.0,Sepang,Selangor,62500,30.8,36.2,24.0,67.24,0.0,0,,0.0,0.0,,6.5,149.0,1011.5,89.0,10.5,319.9,1.2,3,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",2015-11-28,2015-11-28 11:02:49
28/11/2015,11:03:01,indian,female,fat,46.0,yes,young,big,pink,casual,white,short_sleeve,black,long,blankets,5,10,no,18.0,1.0,14.0,2.963065577,101.6500891,3.0,Sepang,Selangor,47110,30.8,36.2,24.0,67.19,0.0,0,,0.0,0.0,,6.3,151.0,1011.5,89.0,10.6,319.9,1.2,3,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",2015-11-28,2015-11-28 11:03:01
28/11/2015,11:03:01,indian,female,fat,36.0,yes,young,big,pink,casual,white,short_sleeve,black,long,blankets,5,10,no,31.0,5.0,11.0,2.91193509,101.6930298,2.0,Putrajaya,Putrajaya,62100,30.8,36.2,24.0,67.35,0.0,0,,0.0,0.0,,6.9,146.0,1011.4,89.0,10.3,319.9,1.2,3,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",2015-11-28,2015-11-28 11:03:01
28/11/2015,11:03:01,chinese,female,moderate,34.0,no,no_kids,big,green,casual,red,short_sleeve,black,long,blankets,4,7,no,38.0,2.0,15.0,2.951923534,101.7417901,,Sepang,Selangor,62050,30.8,36.2,24.0,67.29,0.0,0,,0.0,0.0,,6.7,148.0,1011.5,89.0,10.4,319.9,1.2,3,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",2015-11-28,2015-11-28 11:03:01
28/11/2015,11:03:01,chinese,female,moderate,51.0,no,no_kids,,green,casual,red,short_sleeve,black,long,blankets,4,7,no,47.0,2.0,10.0,2.929132654,101.6695923,3.0,Putrajaya,Putrajaya,62250,30.8,36.2,24.0,67.29,0.0,0,,0.0,0.0,,6.7,148.0,1011.5,89.0,10.4,319.9,1.2,3,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",2015-11-28,2015-11-28 11:03:01
28/11/2015,11:03:01,indian,female,moderate,51.0,yes,young,big,red,casual,white,short_sleeve,,short,clothes,3,7,no,25.0,5.0,9.0,2.93922722,101.7097454,3.0,Putrajaya,Putrajaya,62150,30.8,36.2,24.0,67.3,0.0,0,,0.0,0.0,,6.8,147.0,1011.5,89.0,10.4,319.9,1.2,3,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",2015-11-28,2015-11-28 11:03:01
28/11/2015,11:03:57,indian,,fat,44.0,no,no_kids,big,white,traditional,green,short_sleeve,black,long,blankets,5,8,no,25.0,4.0,14.0,2.942736363,101.7142655,2.0,Putrajaya,Putrajaya,62000,30.8,36.2,24.0,67.29,0.0,0,,0.0,0.0,,6.7,148.0,1011.5,89.0,10.4,319.9,1.2,3,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",2015-11-28,2015-11-28 11:03:57
28/11/2015,11:03:57,chinese,female,moderate,33.0,no,no_kids,big,blue,casual,,short_sleeve,grey,long,blankets,3,7,no,17.0,2.0,18.0,2.929746815,101.7307794,2.0,Sepang,Selangor,63450,30.8,36.2,24.0,67.32,0.0,0,,0.0,0.0,,6.9,146.0,1011.4,89.0,10.3,319.9,1.2,3,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",2015-11-28,2015-11-28 11:03:57
28/11/2015,11:03:57,chinese,female,fat,46.0,no,no_kids,big,blue,casual,brown,long sleeve,black,long,blankets,5,7,no,25.0,0.0,7.0,2.915943763,101.665955,1.0,Sepang,Selangor,62100,30.8,36.2,24.0,67.32,0.0,0,,0.0,0.0,,6.8,147.0,1011.4,89.0,10.3,319.9,1.2,3,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",2015-11-28,2015-11-28 11:03:57
28/11/2015,11:03:57,indian,female,fat,45.0,,young,small,white,traditional,brown,,blue,long,clothes,5,10,no,40.0,0.0,11.0,2.957260875,101.6683007,3.0,Putrajaya,Putrajaya,62300,30.8,36.2,24.0,67.22,0.0,0,,0.0,0.0,,6.5,150.0,1011.5,89.0,10.5,319.9,1.2,3,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",2015-11-28,2015-11-28 11:03:57
28/11/2015,11:33:31,indian,female,moderate,45.0,,no_kids,big,green,casual,blue,short_sleeve,blue_jeans,short,clothes,5,9,yes,48.0,0.0,21.0,2.949879983,101.6626198,3.0,Sepang,Selangor,62300,30.8,36.2,24.0,67.23,0.0,0,,0.0,0.0,,6.5,150.0,1011.5,89.0,10.5,319.9,1.2,3,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",2015-11-28,2015-11-28 11:33:31
28/11/2015,12:15:39,indian,female,thin,50.0,yes,young,,white,casual,white,short_sleeve,black,short,blankets,5,7,no,45.0,5.0,13.0,2.916232551,101.6641547,2.0,Sepang,Selangor,62100,31.0,36.5,24.0,66.38,0.0,0,,0.0,0.0,,5.4,157.0,,89.0,10.0,389.3,1.4,4,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",2015-11-28,2015-11-28 12:15:39
28/11/2015,12:22:57,malay,female,moderate,37.0,no,no_kids,big,red,casual,,long sleeve,black,long,clothes,5,8,no,34.0,1.0,15.0,2.965186824,101.6831585,1.0,Putrajaya,Putrajaya,62300,31.0,36.5,24.0,66.38,0.0,0,,0.0,0.0,,5.4,155.0,,89.0,10.0,389.3,1.4,4,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",2015-11-28,2015-11-28 12:22:57
28/11/2015,12:50:13,indian,female,,40.0,yes,young,big,black,casual,black,short_sleeve,,short,clothes,3,9,yes,44.0,4.0,14.0,2.918912231,101.6666117,1.0,Sepang,Selangor,62100,31.0,36.5,24.0,66.38,0.0,0,,0.0,0.0,,5.4,156.0,,89.0,10.0,389.3,1.4,4,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",2015-11-28,2015-11-28 12:50:13
28/11/2015,12:50:13,foreigner ,female,thin,44.0,yes,baby,big,,formal,,long sleeve,black,long,clothes,3,7,yes,48.0,2.0,21.0,2.90333921,101.718155,1.0,Sepang,Selangor,63450,31.0,36.5,24.0,66.38,0.0,0,,0.0,0.0,,5.4,158.0,,89.0,10.0,389.3,1.4,4,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",2015-11-28,2015-11-28 12:50:13
